Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of Program,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days
2007,KVMD,N/A,Los Angeles,3,Digital,Real Life 101,Core,SYNDICATED,Tuesdays 2:30 p.m.,13,0,30,13,16,Real life jobs and careers are explored in an energetic style as an education and information presentation for teenage viewers. A co-host approach allows for interchange of questions and responses adding viewer?s stimulation and insight. Real Life 101 has been found to be one of the highly educational programs.,99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,Ultimate Choice,Core,SYNDICATED,Wednesdays 2:00 p.m.,13,0,30,13,16,"Ultimate Choice is designed to offer young adults, in their searching years, an opportunity to learn about themselves and introduce them to important everyday problem-solving issues. In each of the episodes, eight teens are faced with real life challenges and share their thoughts on these physical and moral issues. Within this series it is vital to challenge and guide young viewers in making the right choices in life by shaping their values and attitudes on life.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,ANIMAL RESCUE,Core,SYNDICATED,Wednesdays 2:30 p.m.,13,0,30,1,9,"Animal rescue shows cases of spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual videos of rescues. It contains safety tips and real life in the field experiences of professional and ordinary people taking care of, treating and helping different animals.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,DOG TALES,Core,SYNDICATED,Thursday 2:30 p.m.,13,0,30,13,16,"""Dog Tales"" serves the educational and informational needs of children 13-16 years of age with its program content, including dog safety and care tips, as well as lessons on the responsibility of owning a dog. The show also provides informative segments on various dog breeds and showcases various veterinary experts explaining different issues affecting canines. The weekly series also includes recommended reading lists about dogs, and promotes children's writing and creative skills with essay and art contests.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,Critter Gitters,Core,SYNDICATED,Sunday 7:00 a.m,13,0,30,9,14,"A search and rescue 911 themed animal adventure series with an entertaining twist of investigative and detective ?super sleuthing? by a group neighborhood kids, a couple of veterinarians and zany professor. Action and stimulating story lines combined with kids? natural love and curiosity of animals. This program promotes and teaches teamwork, cooperation, problem solving, knowledge of animals and positive role models.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,ANIMAL RESCUE,Core,SYNDICATED,Sunday 7:30 a.m.,13,0,30,1,16,"Animal rescue showcase spectacular rescues of all types of animals and focuses on the work of dedicated individuals who treat the various creatures of the animal kingdom. All stories are authentic and contain actual video of rescues. It contains safety tips and real life in-the field experiences of professional and ordinary people taking care of, treating and helping various animals.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,Kid Guides TIME AND DATE BEGINS ON 11/10/2007,Core,SYNDICATED,Saturday 8:00 a.m.,8,0,30,8,12,"Kid Guides is series ""for"" kids ""by"" kids. This award-winning, action packed series takes kids behind the scenes of some of the top zoo, aquariums, museums, and other destinations in the world. Our kid guides learn about the workings of the locations as well as the science behind what it takes to run the places. Whether it is learning about how to care for a white tiger, how to be a zoo keeper, how to handle snakes, or how to take underwater pictures, our hosts dive right in. Specific educational segments also enhance the learning opportunities. Our Book Corner discusses books that are relevant to what we saw at the week's location. Explorer's Corner covers a wide variety of educational topics that fascinate children. Our Animal Star segment highlights a particular animal that may be overlooked, but presents a variety of educational experiences.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,KID GUIDES TIME AND DATE ENDS AFTER 11/4/2007,Core,SYNDICATED,Saturday 8:00 a.m.,5,0,30,8,12,"Kid Guides is series ""for"" kids ""by"" kids. This award-winning, action packed series takes kids behind the scenes of some of the top zoo, aquariums, museums, and other destinations in the world. Our kid guides learn about the workings of the locations as well as the science behind what it takes to run the places. Whether it is learning about how to care for a white tiger, how to be a zoo keeper, how to handle snakes, or how to take underwater pictures, our hosts dive right in. Specific educational segments also enhance the learning opportunities. Our Book Corner discusses books that are relevant to what we saw at the week's location. Explorer's Corner covers a wide variety of educational topics that fascinate children. Our Animal Star segment highlights a particular animal that may be overlooked, but presents a variety of educational experiences.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,REAL LIFE 101 TIME BEGINS ON 11/11/2007,Core,Syndicated,Sunday 8:00 a.m.,8,0,30,10,16,The concept for Real Life 101 is bold yet simple. Real life jobs and careers are explored in an energetic style as an education and information (E/I) presentation for teenage viewers. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like to choose that particular profession. A co-host approach allows for interchange of questions and responses adding viewer stimulation and insight. Fresh fast-paced entertainment and direction for teens that utilizes today's music and humor to provide career guidance. Encourages young people to follow their dreams.,99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,REAL LIFE 101 TIME ENDS AFTER 11/4/2007,Core,Syndicated,Sunday 4:30 p.m.,5,0,30,10,16,The concept for Real Life 101 is bold yet simple. Real life jobs and careers are explored in an energetic style as an education and information (E/I) presentation for teenage viewers. The careers and people chosen to reflect those categories offer a vital inside look at what it would really be like to choose that particular profession. A co-host approach allows for interchange of questions and responses adding viewer stimulation and insight. Fresh fast-paced entertainment and direction for teens that utilizes today's music and humor to provide career guidance. Encourages young people to follow their dreams.,99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,ULTIMATE CHOICE,Core,SYNDICATED,Saturday 7:00 a.m.,13,0,30,13,16,"Ultimate Choice provides an opportunity for its young viewers to learn more about themselves and their lives, as well as to develop their own convictions about each of the physical and moral issues through the subjects explored and discussed on this television series. In each of the episodes within this series, eight teens, which have just finished an extreme adventure that brought them face-to-face with challenges that have lifelong implications, share thoughts that are designed to shape the values that will guide young men and women throughout their lives. Issues discussed include: Drugs; Compromise; Resolving Conflict; Teamwork; Fear; and Self Control.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,WHAT'S UP! ¿QUE PASA,Core,SYNDICATED,Saturday 7:30 am,13,0,30,8,12,"What's Up! ¿Que Pasa is a fast-paced bilingual, multicultural show with an emphasis on language development, cross-cultural awareness and positive health choices. ""What's Up! ¿Que Pasa"" is a weekly multi-cultural show that emphasizes what we have in common with other cultures while teaching today's youth to appreciate our differences. Every week, the show bilingually presents a new theme, such as cross-cultural understanding, the dangers of drugs and smoking, and reading appreciation, to name a few, through a hip combination of rap and humor.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,The Soccer Academy,Core,SYNDICATED,SUNDAY 7:30 AM and 8:30 AM,26,0,30,8,13,"This program is a travel, adventure and educational soccer show for children, teens, coaches and families alike. The show is very unique: it actually promotes peace through greater international and cultural understanding, and utilizes soccer as a backdrop. It is also educational, informational and instructional in nature.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,NASA-NASA Connection,Core,SYNDICATED,SUNDAY 7:00AM,13,0,30,8,16,"An educator guide including a hands-on activity. Each show contains interactive web activities. Focuses on NASA research, past, present & future in a magazine style format, designed to create a heighten interest for kids 8 to 16 years in mathematics, science, technology and NASA. Also serve as mechanism for parents in the education of children.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,NASA-Destination Tomorrow,Core,SYNDICATED,SUNDAY 8:00 AM,13,0,30,8,16,"An educator guide including a hands-on activity. Each show contains interactive web activities. Focuses on NASA research, past, present & future in a magazine style format, designed to create a heighten interest for kids 8 to 16 years in mathematics, science, technology and NASA. Also serve as mechanism for parents in the education of children.",99,N/A,3,Y
2007,KVMD,N/A,Los Angeles,3,Digital,My Bedbugs,Core,SYNDICATED,SATURDAY 7:00AM and 7:30 AM,26,0,30,0,6,My Bedbugs is a quality children?s program that unites education and entertainment. Each episode delivers a collection of songs and playful adventures for young audiences to enjoy and is designed to strengthen developmental skills.,99,N/A,3,Y
2007,KVEA,52,Los Angeles,3,Analog,Veggie Tales,Core,Network,Saturday 8:00-8:30am,13,0,30,3,6,"VEGGITALES: Are a series of stories narrated by animated veggies, Bod the Tomato and Larry the Cucumber, teach life lessons though with humor. Each episode contains one or two short animated stories that illustrate core values to children in a fun educatinal manner.",99,N/A,N/A,Y
2007,KVEA,52,Los Angeles,3,Analog,Dragon,Core,Network,Saturdays,13,0,30,3,6,"DRAGON:is a cheerful, loyal and insatiably curious blue dragon who lives in a cheerful little house that welcomes all his friends and anyone who needs comfort or advice. Everyday DRAGON faces a new situation that needs to be solved, and he does it in his own unique way.",99,N/A,N/A,Y
2007,KVEA,52,Los Angeles,3,Analog,3-2-1 Penguins / Larry Boy Stories,Core,network,saturday 9-9:30am,13,0,30,3,6,3-2-1 Penguins/Larry Boy Stories: This program draws upon characters from two stories-using both long-and short form materials involving these characters to provide socio-emotional messages to children 3-2-1 Penguins features two children Jason and Michelle whose vacation at the beach turns out to be a fun trip.,99,N/A,N/A,Y
2007,KVEA,52,Los Angeles,3,Analog,Babar,Core,Network,Sundays 8:00-8:30am,11,0,30,3,6,"Babar:is a young elephant that returns to the jungle where he builds the city of Celesteville and is crowed king of the elephants. A dedicated ruler and family-elephant, Babar experiences many chanllenges as he journeys life, and learns to rise above all his obstacles.",99,N/A,N/A,Y
2007,KVEA,52,Los Angeles,3,Analog,Jane and the Dragon,Core,Network,Sundays 8:30-9:00am,11,0,30,3,6,"Jane and the Dragon: is a coming of age story about a middle-class medival girl who lives in the Royal Court with her family. As only child, Jane is raised to be a lady-in waiting but though her determination and a stroke of luck, she ends up being trained as a princess.",99,N/A,N/A,Y
2007,KVEA,52,Los Angeles,3,Analog,Jacob Do Dos,core,Network,Sundays 9:00-9:30,11,0,30,3,6,"JACOB DO DOS: Is a very little boy with a very big heart. As the youngest member of a large family, Jacob has to say things twice so he can be heard. He looks up to his siblings, but trends to be ignored or bulled by them he tries to partake in their adventures.",99,N/A,N/A,Y
2007,KTLA,CW,Los Angeles,3.5,Analog and Digital,Will & Dewitt,Core,Network,SA 7:00 AM,12,1,30,3,7,"Will & Dewitt uses fantasy, fun, music and rhyme to provide young viewers with an enticing model for learning, growing and being. A little kid's world is apt to be replete with challenges and conundrums, as well as enjoyment and satisfaction. How does one deal with the possibility of monsters in a darkened room, the first day of school, the necessity to mark your artwork with your name, the difficulty of finding something to do on a rainy day, or tying your shoes for the first time? On an episode by episode basis, Will and Dewitt, along with their human and animal friends, face these challenges and more, often overcoming them by means of their own brand of ingenuity and perseverance, mixed with an ample dose of joy and humor. As they do so, Will and Dewitt point up the fact that it's o.k. to be fallible in the course of learning. The boy and his frog, just like real little kids, commonly make mistakes and errors of judgment which at the time may seem monumental, but in reality serve as motivators of growth, change and true accomplishment. Along with this essential skill-based and pro-social education, the series also gives viewers an opportunity to learn and practice those primary knowledge-based understandings and skills on which much future learning is based. Along with Will and Dewitt, children work with the alphabet, language, numbers, directions, sequences and colors. ",1,N/A,3.5,Y
2007,KTLA,CW,Los Angeles,3.5,Analog and Digital,Magi-Nation,Core,Network,SA 7:30 AM,12,1,30,7,12,"For young people today, new information is generally no more than a mouse-click away. Knowledge is readily there for the taking if kids know how to appropriately access it and effectively make use of it. In this context, many of the most useful and important things that youngsters can learn center on discovery, analysis and problem-solving - how do kids get the ""right"" information and make proper use of it? What questions should be asked? How does one assess veracity? How does one weigh alternatives? How are decisions best arrived at? How does one decide when aims can be accomplished independently, and if help is needed, how does one go about enlisting support? Above all, how can goals be achieved ethically and with regard to the greater good? In an enticing new world filled with excitement, mystery, and dancer, ""Magi Nation"" addresses these vital learning goals. Tony, Edyn and Strag along with their human and decidely non-human colleagues model their sucessful, and sometimes less than successful, attempts to analyze difficult situations, set appropriate goals, and creatively seek solutions to the dire dilemmas in which they find themselves. In the course of a series of intriguing codes, riddles and other puzzles that Tony, Edyn and Strag are presented with along the way, viewers are futhermore given the engaging opportunity to not only observe others go through the problem solving cycle, but to make use of their unique knowledge base and burgeoning problem solving skills to address conundrums on their own.",1,N/A,3.5,Y
2007,KTLA,CW,Los Angeles,3.5,Analog and Digital,Degrassi: The Next Generation,Core,SYNDICATED,"SA 12:00N, 12:30 PM, 1:00 PM, 1:30 PM, 2:00 PM",60,5,30,14,16,"Degrassi: The Next Generation is a television series for high school aged children and adolescents. The series addresses important age relevant topics in a direct and honest fashion. While adolescents will certainly have some awareness of issues presented, the series provides vivid representations of dilemmas along with solid information about how they can be handled. Many of these problems emerge from within the peer culture as well as occasionally from expectations and conflicts that adults may be experiencing. Resolutions emerge through peer discussions and direct experiences. Viewing these situations in the often entertaining and engrossing format of the series may also yield opportunities for teenagers to express any concerns they may have about their own choices and the consequences portrayed in each episode. The Degrassi series exemplifies topics such as bullying, cliques, dating, sexuality concerns, conflicts between friends, relationships with teachers and parents, substance abuse, and school pressures both intellectual and social. All of these problems reflect concerns youth may encounter in the sometimes tumultuous world of middle school and high school. The series also addresses the difficulties and opportunities for communication between adolescents and their parents and teachers. Often youth may have difficulty recognizing or expressing and confronting their own issues. Degrassi can act as a catalyst for young people who may be experiencing some of the problems presented on the show. Guides on the Internet are provided for the episodes to parents and teachers to talk with young people. The recurring casts of characters who appear in the episodes of Degrassi represent a diversity of personalities, ethnic backgrounds, body types and class distinctions affording the viewers opportunities for identification or modeling behaviors. None of these young people are reflected as perfect or demonstrate super human qualities. Each character may demonstrate flaws or misgivings as well as opportunities for overcoming difficulties, for helping others, and improving their own character.",5,N/A,3.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,The Dooley and Pals Show,Core,Network,Saturday 7 am,11,2,30,2,5,The Dooley and Pals Show educates and informs children between the ages of 2-5 by combining music and dance with common life lessons and pro-social skills with practical Bible principles.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Nanna's Cottage,Core,Network,Saturday 7:30 am,11,1,30,4,9,"Nanna's Cottage educates and informs children, ages 4 to 9, as Nanna imparts a fun, gentle learning experience while teaching by example, social skills and kindness, allowing her young charges to overcome problems and obstacles they encounter.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,My Bed Bugs,Core,Network,Saturday 8 am,11,2,30,1,8,"My Bed Bugs - educates and informs children ages 1-8 by teaching basic ethical values for living in today's multicultural and diverse society with engaging characters, stories and music and immerses children in real life situations supporting language arts development, respect for individuality, and appreciation for music and visual arts.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,God Rocks!,Core,Network,Saturday 8:30 am,12,1,30,4,10,God Rocks! educates and informs children between the ages of 4 to 10 about important life lessons from the Bible in a fun way through animation and music.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Fun Food Adventures permanently replaced with Dr. Wonder's Workship a/o 10-20-07,Core,Network,Saturday 9:00 am,2,0,30,5,16,"Fun Food Adventures educates and informs kids ages 5 - 16 by teaching them Biblical and moral principles through following the adventures of Nathan Godsey as he explores subjects related to gourmet food, travel, culture, and business around the world.",99,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Friends & Heroes,Core,Network,Saturday 9:30 am,11,2,30,6,10,Friends and Heroes educates and informs children ages 6 to 10 through historically-researched animated adventure and Bible stories that promote the importance of good character and morality.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Bibleman,Core,Network,Saturday 10 am,11,2,30,5,12,"Bibleman educates and informs children between the ages of 5 to 12 by teaching lessons about morals, family values, integrity, and character through practical Biblical principles.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Davey & Goliath,Core,Network,Saturday 10:30 am,12,1,30,3,9,Davey and Goliath educates and informs children between the ages of 3 - 9 by teaching important life skills based on positive and practical Bible principles.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Gina D's Kids Club,Core,Network,Saturday 11 am,12,1,30,2,6,"Gina D's Kids Club educates and informs children between the ages of 2 - 6 by teaching social, math and reading skills in a fun loving and positive way.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,McGee & Me,Core,Network,Saturday 11:30 am,12,1,30,5,12,"McGee & Me educates and informs children between the ages of 5 to 12 by teaching through practical life lessons about kindness, the value of honesty, making good choices and trusting in God.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Nest Family Animated Stories from the Bible,Core,Network,Saturday 12 pm,11,2,30,3,12,"Nest Family Animated Stories from the Bible educates and informs children ages 3-12 by teaching them essential spiritual values and character traits through captivating, animated Bible stories and music",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Retro News: A Blast from the Past,Core,Network,Saturday 12:30 pm,11,2,30,9,12,Retro News: A Blast from the Past educates and informs children between the ages of 9-12 as they learn history through a virtual news room where teen journalists bring significant and interesting historic events to life.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Jacob's Ladder,Core,Network,Saturday 1 pm,11,2,30,10,15,Jacob's Ladder educates and informs children between the ages of 10 to 15 by teaching character and faith building lessons through action-packed adventures about the lives of Biblical characters.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Dr. Wonder's Workshop,Core,Network,Saturday 9 am,9,2,30,4,9,"Dr. Wonder's Workshop educates and informs children between the ages of 4 to 9 by teaching young people a new language - the American Sign Language, and a new culture - the Deaf culture, and key values and principles for character building through drama, original songs, Bible stories and more.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Children's Heroes,Non-Core,Network,Saturday 2 am,11,2,30,3,8,Children's Heroes of the Bible educates and informs children between the ages of 3 to 8 through animated Bible stories that promote important character building values.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,BJ's Teddy Bear Club,Non-Core,Network,Saturday 2:30 am,12,1,30,1,5,"BJ's Teddy Bear Club educates and informs children between the ages of 1 - 5 by teaching colors, letters and numbers through a loveable animated teddy bear who takes children on an unforgettable journey through the Bible.",N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Greatest Heroes & Legends of the Bible,Non-Core,Network,Saturday 3 am,11,2,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10 to 16 through animated Bible stories that promote important character building values.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Cherub Wings,Non-Core,Network,Saturday 4 am,12,1,30,3,7,CHERUB WINGS educates and informs children ages 3 - 7 by teaching practical living skills with important values through Bible stories and songs that children love.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Faithville,Non-Core,Network,Saturday 4:30 am,12,1,30,4,16,Faithville educates and informs children between the ages of 4-16 about the value of both teamwork and the importance of the individual within the community.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Pahappahooey Island,Non-Core,Network,Saturday 5 am,10,1,30,3,7,Pahappahooey Island educates and informs children between the ages of 3 to 7 by teaching lessons through Biblical principles to encourage children to become confortable with who they are today and to believe in who they can become tomorrow.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,The Wumblers,Non-Core,Network,Saturday 5:30 am,11,2,30,2,6,The Wumblers educates and informs children ages 2 to 6 by teaching lessons in making the world a better place by blending a diverse community of playful characters with inspirational music and imaginative stories.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Miss Charity's Diner,Non-Core,Network,Saturday 6:00 am,12,1,30,4,7,Miss Charity's Diner educates and informs children between the ages of 4 to 7 on valuable life lessons through examples of the varied and wonderful characteristics of God.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Analog,Maralee Dawn & Friends,Non-Core,Network,Saturday 6:30 am,12,1,30,4,10,"Maralee Dawn & Friends educates and informs children between the ages of 4-10 through music, puppets, and Bible characters to inspire children to read and learn valuable social skills for everyday life.",N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,The Dooley and Pals Show,Core,Network,Saturday 7 am,11,2,30,2,5,The Dooley and Pals Show educates and informs children between the ages of 2-5 by combining music and dance with common life lessons and pro-social skills with practical Bible principles.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Nanna's Cottage,Core,Network,Saturday 7:30 am,10,1,30,4,9,"Nanna's Cottage educates and informs children, ages 4 to 9, as Nanna imparts a fun, gentle learning experience while teaching by example, social skills and kindness, allowing her young charges to overcome problems and obstacles they encounter.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,My Bed Bugs,Core,Network,Saturday 8 am,10,2,30,1,8,"My Bed Bugs - educates and informs children ages 1-8 by teaching basic ethical values for living in today's multicultural and diverse society with engaging characters, stories and music and immerses children in real life situations supporting language arts development, respect for individuality, and appreciation for music and visual arts.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,God Rocks!,Core,Network,Saturday 8:30 am,11,1,30,4,10,God Rocks! educates and informs children between the ages of 4 to 10 about important life lessons from the Bible in a fun way through animation and music.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Fun Food Adventures permanently replaced with Dr. Wonder's Workshop a/o 10-20-07,Core,Network,Saturday 9:00 am,2,0,30,5,16,"Fun Food Adventures educates and informs kids ages 5-16 by teaching them Biblical and moral principles through following the adventures of Nathan Godsey as he explores subjects related to gourmet food, travel, culture, and business around the world.",99,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Friends & Heroes,Core,Network,Saturday 9:30 am,10,2,30,6,10,Friends and Heroes educates and informs children ages 6 to 10 through historically-researched animated adventure and Bible stories that promote the importance of good character and morality.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Bibleman,Core,Network,Saturday 10 am,10,2,30,5,12,"Bibleman educates and informs children between the ages of 5 to 12 by teaching lessons about morals, family values, integrity, and character through practical Biblical principles.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Davey & Goliath,Core,Network,Saturday 10:30 am,11,1,30,3,9,Davey and Goliath educates and informs children between the ages of 3 - 9 by teaching important life skills based on positive and practical Bible principles.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Gina D's Kids Club ,Core,Network,Saturday 11 am,11,1,30,2,6,"Gina D's Kids Club educates and informs children between the ages of 2-6 by teaching social, math and reading skills in a fun loving and positive way.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,McGee & Me,Core,Network,Saturday 11:30 am,11,1,30,5,12,"McGee & Me educates and informs children between the ages of 5 to 12 by teaching through practical life lessons about kindness, the value of honesty, making good choices and trusting in God.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Nest Family Animated Stories from the Bible,Core,Network,Saturday 12 pm,10,2,30,3,12,"Nest Family Animated Stories from the Bible educates and informs children ages 3-12 by teaching them essential spiritual values and character traits through captivating, animated bible stories and music.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Retro News: A Blast from the Past,Core,Network,Saturday 12:30 pm,10,2,30,9,12,Retro News: A Blast from the Past educates and informs children between the ages of 9-12 as they learn history through a virtual news room where teen journalists bring significant and interesting historic events to life.,1,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Jacob's Ladder,Core,Network,Saturday 1 pm,10,2,30,10,15,Jacob's Ladder educates and informs children between the ages of 10 to 15 by teaching character and faith building lessons through action-packed adventures about the lives of Biblical characters.,0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Dr. Wonder's Workshop,Core,Network,Saturday 9 am,8,2,30,4,9,"Dr. Wonder's Workshop - educates and informs children between the ages of 4 to 9 by teaching young people a new language - the American Sign Language, and a new culture - the Deaf culture, and key values and principles for character building, through drama, original songs, Bible stories, and more.",0,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Children's Heroes,Non-Core,Network,Saturday 2 am,11,2,30,3,8,Children's Heroes of the Bible educates and informs children between the ages of 3 to 8 through animated Bible stories that promote important character building values.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,BJ's Teddy Bear Club,Non-Core,Network,Saturday 2:30 am,12,1,30,1,5,"BJ's Teddy Bear Club educates and informs children between the ages of 1 - 5 by teaching colors, letters and numbers through a loveable animated teddy bear who takes children on an unforgettable journey through the Bible.",N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Greatest Heroes & Legends of the Bible,Non-Core,Network,Saturday 3 am,11,2,50,10,16,Greatest Heroes & Legends of the Bible educates and informs youth ages 10 to 16 through animated Bible stories that promote important character building values.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Cherub Wings,Non-Core,Network,Saturday 4 am,12,1,30,3,7,Cherub Wings educates and informs children ages 3 - 7 by teaching practical living skills with important values through Bible stories and songs that children love.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Faithville,Non-Core,Network,Saturday 4:30 am,12,1,30,4,16,Faithville educates and informs children between the ages of 4-16 about the value of both teamwork and the importance of the individual within the community.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Pahappahooey Island,Non-Core,Network,Saturday 5 am,10,1,30,3,7,Pahappahooey Island educates and informs children between the ages of 3 to 7 by teaching lessons through Biblical principles to encourage children to become comfortable with who they are today and to believe in who they can become tomorrow.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,The Wumblers,Non-Core,Network,Saturday 5:30 am,11,2,30,2,6,The Wumblers educates and informs children ages 2 to 6 by teaching lessons in making the world a better place by blending a diverse community of playful characters with inspirational music and imaginative stories.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Miss Charity's Diner,Non-Core,Network,Saturday 6 am,12,1,30,4,7,Miss Charity's Diner educates and informs children between the ages of 4 to 7 on valuable life lessons through examples of the varied and wonderful characteristics of God.,N/A,N/A,6.5,Y
2007,KTBN-TV,TBN,Los Angeles,6.5,Digital,Maralee Dawn & Friends,Non-Core,Network,Saturday 6:30 am,12,1,30,4,10,"Maralee Dawn & Friends educates and informs children between the ages of 4-10 through music, puppets, and Bible characters to inspire children to read and learn valuable social skills for everyday life.",N/A,N/A,6.5,Y
2007,KTTV,FOX,Los Angeles,3.5,Analog,Awesome Adventures,Core,SYNDICATED,Saturdays at 7 & 7:30 am,26,0,30,13,16,"AWESOME ADVENTURES is designed to educate, inform and entertain children 16 and under (specific target audience is 13-16) about the world around them. Each journey is a lesson in the beauty of nature, its creatures, and the people who inhabit the land. The shows are not designed to be ""preachy"" or overly pedantic, but rather, the goal is to make the learning fun.",99,N/A,3.5,Y
2007,KTTV,FOX,Los Angeles,3.5,Analog,Beakman's World,Core,SYNDICATED,Saturdays at 12 and 12:30pm,26,0,30,13,16,"""Beakman's World"" furthers the educational, information needs of children aged 13 - 16. The entire series deals with science and the task of making science accessible and understandable. It offers scientific content, scientific theories, the vocabulary and facts of science and the processes of scientific thinking. The scientific content of ?Beakman's World"" overlaps with a significant number of the standards for science education that are prevalent in the curricula of today's schools.",99,N/A,3.5,Y
